11	Steel Sword	Стальной меч	w0211	10100001	01010012	02010012	03010078	0	0	00	1	10	0	0	7	1	1	1	1	1	1	1	8237	3,2,1	25	1,8,9,10	0	0	9,6	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	50,50	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	68,90	84,110	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
12	Striking Sword	Разящий клинок	w0003	10100001	01010003	02010003	03010079	0	0	00	1	10	0	0	6	1	1	1	1	1	1	1	18742	3,2,1	35	1,8,9,10	0	0	9,6	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	50,50	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	84,94	104,114	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13	Two Handed Sword	Двуручный меч	w0008	10100002	01020001	02020001	03010104	0	0	00	2	10	0	0	7	1	1	1	1	1	1	1	7691	3,2,1	15	1,8,9,10	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	69,109	95,147	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Requires 2 hand to wield due to its heavy weight. Higher damage than single hand weapon	Нужно держать двумя руками из-за большого веса. Наносит больший урон, чем одноручное оружие	1
14	Warrior Sword	Меч воина	w0009	10100002	01020002	02020002	03010105	0	0	00	2	10	0	0	7	1	1	1	1	1	1	1	26360	3,2,1	25	1,8,9,10	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	107,143	147,195	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sword use by warrior of valor	Меч для доблестного воина	1
15	Criss Sword	Крис-меч	w0010	10100002	01020003	02020003	0	0	0	00	2	10	0	0	6	1	1	1	1	1	1	1	83593	2	40	8	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	161,203	219,277	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shape of a criss cross	Крест	1
16	Paladin Sword	Меч паладина	w0011	10100002	01020004	02020004	0	0	0	00	2	10	0	0	6	1	1	1	1	1	1	1	144700	2	50	8	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,13	0,13	0,13	0,13	0,13	0,0	0,0	0,0	203,243	275,331	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
17	Bone Sword	Костяной меч	w0012	10100002	01020005	02020005	0	0	0	00	2	10	0	0	5	1	1	1	1	1	1	1	227003	2	60	8	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	243,279	329,381	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Made from dragon bone by a masterful blacksmith	Изготовлен искусным кузнецом из кости дракона	1
18	Thunder Blade	Громовой клинок	w0013	10100002	01020006	02020006	0	0	0	00	2	10	0	0	4	1	1	1	1	1	1	1	332529	2	70	8	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	279,315	379,427	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Legendary weapon with lightning properties	Легендарное оружие со свойствами молнии	1
19	Onyx Sword	Ониксовый меч	w0014	10100002	01020007	02020007	0	0	0	00	2	10	0	0	4	1	1	1	1	1	1	1	463145	2	80	8	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,19	0,19	0,19	0,19	0,19	0,0	0,0	0,0	314,338	426,458	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
20	Rebel Sword	Меч бунтаря	w0208	10100002	01020023	02020023	0	0	0	00	2	10	0	0	6	1	1	1	1	1	1	1	111312	2	45	8	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	182,224	248,302	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21	Charging Sword	Ободряющий меч	w0210	10100002	01020026	02020026	0	0	0	00	2	10	0	0	6	1	1	1	1	1	1	1	182752	2	55	8	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	223,263	303,355	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
22	Crescent Sword	Сабля	w0004	10100001	01010004	02010004	03010073	0	0	00	1	10	0	0	6	1	1	1	1	1	1	1	34785	1,3	45	9,10	0	0	9,6	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	50,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	93,111	115,137	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23	Delusion Sword	Меч иллюзий	w0005	10100001	01010005	02010005	03010084	0	0	00	1	10	0	0	5	1	1	1	1	1	1	1	57110	1,3	55	9,10	0	0	9,6	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	50,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	110,126	136,156	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24	Chest of Cabal	Сундук интриги	n1257	10130023	0	0	0	0	0	00	31	0	0	0	0	0	0	0	0	1	1	0	10	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_IDBOX	0	0	0	0	0	0	Pirate King Online event chest. For top 100 players to reach Lv 60 in the shortest time.	Сундук событий Мордо Онлайн. Для 100 лучших игроков, достигших 60 ур. за самый короткий срок.	1
25	Short Bow	Короткий лук	w0015	10100003	01030001	0	03030001	0	0	00	3	0	0	0	7	1	1	1	1	1	1	1	2031	1,3	10	2,11,12	0	0	6	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	40,74	46,84	0,0	0,0	0,0	0,0	3,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Short-ranged bow	Лук малой дальнобойности	1
26	Long Bow	Длинный лук	w0016	10100003	01030002	0	03030002	0	0	00	3	0	0	0	7	1	1	1	1	1	1	1	9794	1,3	20	2,11,12	0	0	6	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	74,106	82,118	0,0	0,0	0,0	0,0	7,8	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Long-ranged bow	Дальнобойный лук	1
27	Tribal Bow	Туземный лук	w0017	10100003	01030003	0	03030003	0	0	00	3	0	0	0	6	1	1	1	1	1	1	1	25897	1,3	30	2,11,12	0	0	6	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	105,133	117,149	0,0	0,0	0,0	0,0	10,12	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Long-ranged bow made from animal parts. Small and easy to carry	Дальнобойный лук, сделанный из животных органов. Небольшой и легкий	1
28	Meteor Bow	Метеоритный лук	w0018	10100003	01030004	0	03030004	0	0	00	3	0	0	0	6	1	1	1	1	1	1	1	37485	1,3	35	2,11,12	0	0	6	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	78,78	80,80	0,0	0,0	0,0	0,0	15,15	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bow that fires arrows like meteors and comets	Лук, выпускающий стрелы словно метеоры или кометы	1
29	Recca Bow	Лук Рекки	w0019	10100003	01030005	0	03030005	0	0	00	3	0	0	0	5	1	1	1	1	1	1	1	65859	1,3	44	2,11,12	0	0	6	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	95,95	111,111	0,0	0,0	0,0	0,0	17,17	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bow taken from the burning hell	Лук, принесенный из адского пекла	1
30	Bow of Dawn	Лук Зари	w0020	10100003	01030006	0	03030006	0	0	00	3	0	0	0	4	1	1	1	1	1	1	1	104299	1,3	53	2,11,12	0	0	6	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	115,115	131,131	0,0	0,0	0,0	0,0	20,20	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	One of the 2 bows made by an ancient hero. Bow of Dawn and Bow of Dusk	Один из двух луков, созданный древним героем. Лук Зари и Лук Заката. 	1
31	Bow of Dusk	Лук Заката	w0021	10100003	01030007	0	03030007	0	0	00	3	0	0	0	4	1	1	1	1	1	1	1	153788	1,3	62	2,11,12	0	0	6	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	132,132	152,152	0,0	0,0	0,0	0,0	22,22	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	One of the 2 bows made by an ancient hero. Bow of Dawn and Bow of Dusk.	Один из двух луков, созданный древним героем. Лук Зари и Лук Заката.	1
32	Hunter Bow	Охотничий лук	w0263	10100003	01030009	0	03030009	0	0	00	3	0	0	0	7	1	1	1	1	1	1	1	4807	1,3	15	2,11,12	0	0	6	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	57,91	65,99	0,0	0,0	0,0	0,0	5,7	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
33	Battle Bow	Боевой Лук	w0265	10100003	01030011	0	03030011	0	0	00	3	0	0	0	7	1	1	1	1	1	1	1	16475	1,3	25	2,11,12	0	0	6	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	90,120	100,134	0,0	0,0	0,0	0,0	8,10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
34	Marksman Bow	Точный лук	w0267	10100003	01030013	0	03030013	0	0	00	3	0	0	0	6	1	1	1	1	1	1	1	37485	1,3	35	2,11,12	0	0	6	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	119,149	133,167	0,0	0,0	0,0	0,0	12,13	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
37	Firegun	Мушкет	w0022	10100004	01040001	0	03040001	0	0	00	4	10	0	0	7	1	1	1	1	1	1	1	32950	1,3	25	2,11,12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	91,125	163,213	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Very portable firegun	Миниатюрный мушкет	1
38	Fire-Rifle	Аркебуз	w0023	10100004	01040002	0	03040002	0	0	00	4	10	0	0	7	1	1	1	1	1	1	1	74970	1,3	35	2,11,12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	135,169	203,253	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Standard firegun used. However, speed of firing is slow	Использовано стандартное огнестрельное оружие. Однако скорость стрельбы низкая. 	1
39	Exquisite Pistol	Изящный пистолет	w0024	10100004	01040003	0	03040003	0	0	00	4	10	0	0	6	1	1	1	1	1	1	1	104492	1,3	40	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	152,182	228,274	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Intricately designed gun with immense value	Изящно украшенное и чрезвычайно ценное огнестрельное оружие	1
40	Exquisite Rifle	Изящный аркебуз	w0025	10100004	01040004	0	03040004	0	0	00	4	10	0	0	6	1	1	1	1	1	1	1	180876	1,3	50	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,13	0,13	0,13	0,13	0,13	0,0	0,0	0,0	182,212	274,320	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
41	Laser Gun	Лазерная винтовка	w0026	10100004	01040005	0	03040005	0	0	00	4	10	0	0	5	1	1	1	1	1	1	1	283754	1,3	60	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	212,238	318,360	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
42	Venom Gun	Отравляющее оружие	w0027	10100004	01040006	0	03040006	0	0	00	4	10	0	0	4	1	1	1	1	1	1	1	415662	1,3	70	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	238,264	358,396	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Origins unknown. Rumored to be able to fire bullets with poison	Происхождение неизвестно. Говорят, что он способен стрелять отравленными пулями. 	1
43	Firegun of Sol	Мушкет солнца	w0028	10100004	01040007	0	03040007	0	0	00	4	10	0	0	4	1	1	1	1	1	1	1	578932	1,3	80	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,19	0,19	0,19	0,19	0,19	0,0	0,0	0,0	264,286	396,430	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
44	Token Pistol	Пистолет со знаком	w0024	10100004	01040003	0	03040003	0	0	00	4	10	0	0	6	1	1	1	1	1	1	1	139140	1,3	45	12	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	167,197	251,297	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
